Date,Open,High,Low,Close,Adj Close,Volume
2022-05-11,20.250000,20.250000,18.010000,18.150000,18.150000,10382400
2022-05-12,17.590000,19.120001,16.799999,17.940001,17.940001,10613000
2022-05-13,18.559999,21.110001,18.430000,21.070000,21.070000,11167100
2022-05-16,20.930000,21.850000,20.430000,20.620001,20.620001,6183100
2022-05-17,21.270000,22.070000,20.410000,21.959999,21.959999,6445000
2022-05-18,21.709999,23.430000,21.530001,22.389999,22.389999,7664900
2022-05-19,22.379999,23.615000,22.295000,23.360001,23.360001,8514100
2022-05-20,23.360001,23.850000,21.889999,23.070000,23.070000,5693500
2022-05-23,23.010000,23.420000,21.700001,23.309999,23.309999,4911700
2022-05-24,22.940001,22.940001,21.650000,22.250000,22.250000,5233500
2022-05-25,22.170000,23.379999,21.270000,23.110001,23.110001,5797800
2022-05-26,23.059999,24.440001,22.605000,23.889999,23.889999,4823200
2022-05-27,24.160000,26.610001,24.100000,26.440001,26.440001,8082600
2022-05-31,26.270000,27.297001,25.629999,26.120001,26.120001,18038200
2022-06-01,26.230000,26.629999,24.850000,25.200001,25.200001,5876900
2022-06-02,25.299999,28.059999,25.049999,26.980000,26.980000,7203900
2022-06-03,26.500000,27.650000,26.237000,26.780001,26.780001,5598700
2022-06-06,30.520000,30.879999,28.190001,28.370001,28.370001,16451100
2022-06-07,27.610001,28.580000,27.480000,28.520000,28.520000,5881300
2022-06-08,28.280001,29.290001,27.190001,27.629999,27.629999,5853700
2022-06-09,27.430000,28.129999,26.809999,26.830000,26.830000,4629500
2022-06-10,25.940001,26.850000,25.410000,25.840000,25.840000,5030500
2022-06-13,24.600000,24.870001,22.059999,22.320000,22.320000,6833500
2022-06-14,22.440001,22.656000,21.120001,21.580000,21.580000,5962600
2022-06-15,21.490000,23.756001,21.209999,23.330000,23.330000,7381700
2022-06-16,22.459999,22.940001,20.799999,21.129999,21.129999,6627800
2022-06-17,21.497999,24.475000,21.330000,23.830000,23.830000,10887100
2022-06-21,24.150000,24.955000,23.350000,23.440001,23.440001,7728500
2022-06-22,22.610001,24.299999,22.507999,23.440001,23.440001,5171000
2022-06-23,23.320000,25.490000,22.825001,25.360001,25.360001,5527300
2022-06-24,25.490000,25.820000,24.270000,25.219999,25.219999,6505800
2022-06-27,25.520000,26.025000,24.770000,25.590000,25.590000,5633700
2022-06-28,25.549999,26.209999,23.629999,23.700001,23.700001,5881400
2022-06-29,22.670000,23.100000,21.330000,22.200001,22.200001,8379700
2022-06-30,22.110001,23.709999,21.750000,23.360001,23.360001,7865800
2022-07-01,23.427999,24.580000,23.240000,24.360001,24.360001,6007600
2022-07-05,24.000000,24.910000,22.559999,24.910000,24.910000,6079600
2022-07-06,25.049999,25.840000,23.861000,24.549999,24.549999,5353400
2022-07-07,24.620001,26.910000,24.620001,26.360001,26.360001,5550700
2022-07-08,25.879999,27.570000,25.490000,26.740000,26.740000,5093800
2022-07-11,26.180000,26.481001,24.610001,25.120001,25.120001,4284300
2022-07-12,25.320000,25.490000,24.360001,25.200001,25.200001,5200200
2022-07-13,24.280001,25.889999,23.700001,25.190001,25.190001,4886600
